,district,Seat,Constituency_Title,Candidate_Name,Part,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
1009,Sialkot,Sialkot-V,NA-76,Muhammad Awais,Muttahida Majlis-e-Amal Pakistan,2790,0,0,0,0,57.68 %
1010,Sialkot,Sialkot-V,NA-76,Qasim Ali,Independent,1124,0,0,0,0,57.68 %
1011,Sialkot,Sialkot-V,NA-76,Yasir Mushtaq Bajwa,Pakistan Peoples Party Parliamentarians,3711,0,0,0,0,57.68 %
1012,Narowal,Narowal-I,NA-77,Mehnaz Akber Aziz,Pakistan Muslim League (N),106366,267585,11119,278704,507995,54.86 %
1013,Narowal,Narowal-I,NA-77,Muhammad Ashfaq Taj,Tehreek-e-Labbaik Pakistan,20510,0,0,0,0,54.86 %
1014,Narowal,Narowal-I,NA-77,Hafiz Muhammad Akmal Sadiq,Independent,7890,0,0,0,0,54.86 %
1015,Narowal,Narowal-I,NA-77,Ghulam Ali Shakar Toor,Independent,831,0,0,0,0,54.86 %
1016,Narowal,Narowal-I,NA-77,Shamim Akhtar,Independent,3480,0,0,0,0,54.86 %
1017,Narowal,Narowal-I,NA-77,Muhammad Azeem Choudry,Independent,1259,0,0,0,0,54.86 %
1018,Narowal,Narowal-I,NA-77,Mian Muhammad Rasheed,Pakistan Tehreek-e-Insaf,52231,0,0,0,0,54.86 %
1019,Narowal,Narowal-I,NA-77,Muhammad Nawaz,Pakistan Peoples Party Parliamentarians,1327,0,0,0,0,54.86 %
1020,Narowal,Narowal-I,NA-77,Syed Sirshar Abbas,Independent,1241,0,0,0,0,54.86 %
1021,Narowal,Narowal-I,NA-77,Muhammad Tariq Anees,Independent,70596,0,0,0,0,54.86 %
1022,Narowal,Narowal-I,NA-77,Amir Siddique Malik,Pakistan Tehreek-e-Insaf Nazriati,1854,0,0,0,0,54.86 %
1023,Narowal,Narowal-II,NA-78,Ahsan Iqbal Chaudhary,Pakistan Muslim League (N),159651,277819,6437,284256,516249,55.06 %
1024,Narowal,Narowal-II,NA-78,Abrar Ul Haq,Pakistan Tehreek-e-Insaf,88250,0,0,0,0,55.06 %
1025,Narowal,Narowal-II,NA-78,Anwar Ul Haq Butt,Independent,549,0,0,0,0,55.06 %
1026,Narowal,Narowal-II,NA-78,Badar Ahsan Chaudhary,Independent,160,0,0,0,0,55.06 %
1027,Narowal,Narowal-II,NA-78,Faiza Rafique,National Party,533,0,0,0,0,55.06 %
1028,Narowal,Narowal-II,NA-78,Hafiz Muhammad Akmal Sadiq,Independent,4440,0,0,0,0,55.06 %
1029,Narowal,Narowal-II,NA-78,Jalaluddin,Independent,1670,0,0,0,0,55.06 %
1030,Narowal,Narowal-II,NA-78,Javaid Safdar Kahlon,Independent,1073,0,0,0,0,55.06 %
1031,Narowal,Narowal-II,NA-78,Khizer Ilyas Virk,Independent,347,0,0,0,0,55.06 %
1032,Narowal,Narowal-II,NA-78,Mureed Hussain,Independent,325,0,0,0,0,55.06 %
1033,Narowal,Narowal-II,NA-78,Rashid Mahmood Khan,Tehreek-e-Labbaik Pakistan,20432,0,0,0,0,55.06 %
1034,Narowal,Narowal-II,NA-78,Shujait Ahmed Khan,Independent,387,0,0,0,0,55.06 %
1035,Gujranwala,Gujranwala-I,NA-79,NISAR AHMED CHEEMA,Pakistan Muslim League (N),142545,291214,4960,296174,541848,54.66 %
1036,Gujranwala,Gujranwala-I,NA-79,MUHAMMAD ARSHAD,Independent,1208,0,0,0,0,54.66 %
1037,Gujranwala,Gujranwala-I,NA-79,JOHAR SARWAR CHEEMA,Independent,736,0,0,0,0,54.66 %
1038,Gujranwala,Gujranwala-I,NA-79,ASJAD HUSSAIN,Independent,180,0,0,0,0,54.66 %
1039,Gujranwala,Gujranwala-I,NA-79,Babar Maqbool Qazi,Independent,312,0,0,0,0,54.66 %
1040,Gujranwala,Gujranwala-I,NA-79,MALIK ABDUL REHMAN SADIQ,Independent,480,0,0,0,0,54.66 %
1041,Gujranwala,Gujranwala-I,NA-79,CH ADIL BUKSH CHATTHA,Independent,567,0,0,0,0,54.66 %
1042,Gujranwala,Gujranwala-I,NA-79,MUHAMMAD AKRAM,Allah-o-Akbar Tehreek,3814,0,0,0,0,54.66 %
1043,Gujranwala,Gujranwala-I,NA-79,MIRAJ DIN,Independent,241,0,0,0,0,54.66 %
1044,Gujranwala,Gujranwala-I,NA-79,CH IJAZ AHMED CHEEMA,Pakistan Peoples Party Parliamentarians,8910,0,0,0,0,54.66 %
1045,Gujranwala,Gujranwala-I,NA-79,MUHAMMAD UMER USMAN,Independent,432,0,0,0,0,54.66 %
1046,Gujranwala,Gujranwala-I,NA-79,MUHAMMAD AMIN,Independent,99,0,0,0,0,54.66 %
1047,Gujranwala,Gujranwala-I,NA-79,MUHAMMAD FAYYAZ,Tehreek-e-Labbaik Pakistan,12972,0,0,0,0,54.66 %
1048,Gujranwala,Gujranwala-I,NA-79,MUHAMMAD AHMED CHATTHA,Pakistan Tehreek-e-Insaf,118709,0,0,0,0,54.66 %
1049,Gujranwala,Gujranwala-II,NA-80,CH MEHMOOD BASHIR VIRK,Pakistan Muslim League (N),108653,209655,5294,214949,402794,53.36 %
1050,Gujranwala,Gujranwala-II,NA-80,AMIR YAQOOB WARAICH,Independent,619,0,0,0,0,53.36 %
1051,Gujranwala,Gujranwala-II,NA-80,IMTIAZ SAFDAR WARRAICH,Independent,90,0,0,0,0,53.36 %
1052,Gujranwala,Gujranwala-II,NA-80,MUAMMAD NASIR CHEEMA,Independent,166,0,0,0,0,53.36 %
1053,Gujranwala,Gujranwala-II,NA-80,MUHAMMAD AHMED,Tehreek-e-Labbaik Pakistan,11457,0,0,0,0,53.36 %
1054,Gujranwala,Gujranwala-II,NA-80,MUHAMMAD ARSHAD,Independent,157,0,0,0,0,53.36 %
1055,Gujranwala,Gujranwala-II,NA-80,MUHAMMAD ASLAM,Independent,80,0,0,0,0,53.36 %
1056,Gujranwala,Gujranwala-II,NA-80,MUHAMMAD UBAID ULLAH,Muttahida Majlis-e-Amal Pakistan,2112,0,0,0,0,53.36 %
1057,Gujranwala,Gujranwala-II,NA-80,QAZI WASIF NADEEM,Independent,378,0,0,0,0,53.36 %
1058,Gujranwala,Gujranwala-II,NA-80,RANA NAEEM UR REHMAN KHAN,Independent,59,0,0,0,0,53.36 %
1059,Gujranwala,Gujranwala-II,NA-80,RAO IKRAM ALI KHAN,Pakistan Peoples Party Parliamentarians,4937,0,0,0,0,53.36 %
1060,Gujranwala,Gujranwala-II,NA-80,Shazia Bano Mazhar Javaid,Independent,2002,0,0,0,0,53.36 %
1061,Gujranwala,Gujranwala-II,NA-80,SULTAN AHMAD WARRAICH,Independent,71,0,0,0,0,53.36 %
1062,Gujranwala,Gujranwala-II,NA-80,TARIQ MEHMOOD,Pakistan Tehreek-e-Insaf,71937,0,0,0,0,53.36 %
1063,Gujranwala,Gujranwala-II,NA-80,UZAIR AHMED,Independent,449,0,0,0,0,53.36 %
1064,Gujranwala,Gujranwala-II,NA-80,ZABEEH ULLAH BALAGGAN,Allah-o-Akbar Tehreek,5836,0,0,0,0,53.36 %
1065,Gujranwala,Gujranwala-II,NA-80,ZAIN ALI BHATTI,Independent,652,0,0,0,0,53.36 %
1066,Gujranwala,Gujranwala-III,NA-81,Khurram Dastgir Khan,Pakistan Muslim League (N),130837,247206,5547,252753,499681,50.58 %
1067,Gujranwala,Gujranwala-III,NA-81,Atif Farid Sabir Khan,Independent,2760,0,0,0,0,50.58 %
1068,Gujranwala,Gujranwala-III,NA-81,Ch Muhammad Siddique,Pakistan Tehreek-e-Insaf,88166,0,0,0,0,50.58 %
1069,Gujranwala,Gujranwala-III,NA-81,Hameed Ud Din Awan,Muttahida Majlis-e-Amal Pakistan,4151,0,0,0,0,50.58 %
1070,Gujranwala,Gujranwala-III,NA-81,Kashif Sabir Khan,Independent,147,0,0,0,0,50.58 %
1071,Gujranwala,Gujranwala-III,NA-81,Muhammad Anas Amjad,Pakistan Peoples Party Parliamentarians,1868,0,0,0,0,50.58 %
1072,Gujranwala,Gujranwala-III,NA-81,Muhammad Ishaq,Tehreek-e-Labbaik Pakistan,10178,0,0,0,0,50.58 %
1073,Gujranwala,Gujranwala-III,NA-81,Muhammad Naseem Sadiq,Aam Log Party Pakistan,254,0,0,0,0,50.58 %
1074,Gujranwala,Gujranwala-III,NA-81,Muhammad Rafiq,Independent,71,0,0,0,0,50.58 %
1075,Gujranwala,Gujranwala-III,NA-81,Nasir Afzal,Independent,2793,0,0,0,0,50.58 %
1076,Gujranwala,Gujranwala-III,NA-81,Naveed Anwar Bhinder,Independent,483,0,0,0,0,50.58 %
1077,Gujranwala,Gujranwala-III,NA-81,Shahid Hameed,Allah-o-Akbar Tehreek,5411,0,0,0,0,50.58 %
1078,Gujranwala,Gujranwala-III,NA-81,Usman Saeed,Independent,87,0,0,0,0,50.58 %
1079,Gujranwala,Gujranwala-IV,NA-82,Usman Ibrahim S O Muhammad Ibrahim,Pakistan Muslim League (N),117520,224670,6221,230891,441801,52.26 %
1080,Gujranwala,Gujranwala-IV,NA-82,Ch Muhammad Younas Ali,Independent,1598,0,0,0,0,52.26 %
1081,Gujranwala,Gujranwala-IV,NA-82,Nafisa Tahira,Aam Log Party Pakistan,65,0,0,0,0,52.26 %
1082,Gujranwala,Gujranwala-IV,NA-82,Muhammad Ashraf Asif,Tehreek-e-Labbaik Islam,16545,0,0,0,0,52.26 %
1083,Gujranwala,Gujranwala-IV,NA-82,Ahsan Yousaf,Independent,1709,0,0,0,0,52.26 %
1084,Gujranwala,Gujranwala-IV,NA-82,Shoukat Ali,Independent,79,0,0,0,0,52.26 %
1085,Gujranwala,Gujranwala-IV,NA-82,Ishaq Akbar,Pakistan Peoples Party Parliamentarians,2430,0,0,0,0,52.26 %
1086,Gujranwala,Gujranwala-IV,NA-82,Muhammad Furqan Aziz Butt,Muttahida Majlis-e-Amal Pakistan,2387,0,0,0,0,52.26 %
1087,Gujranwala,Gujranwala-IV,NA-82,Muhammad Imran,Independent,2173,0,0,0,0,52.26 %
1088,Gujranwala,Gujranwala-IV,NA-82,Ali Ashraf,Pakistan Tehreek-e-Insaf,67400,0,0,0,0,52.26 %
1089,Gujranwala,Gujranwala-IV,NA-82,Abdul Karim,Aam Awam Party,326,0,0,0,0,52.26 %
1090,Gujranwala,Gujranwala-IV,NA-82,Usman Ibrahim S O Maqsood Ahmad,Independent,1727,0,0,0,0,52.26 %
1091,Gujranwala,Gujranwala-IV,NA-82,Shahid Usman,Independent,179,0,0,0,0,52.26 %
1092,Gujranwala,Gujranwala-IV,NA-82,Shahbaz Khan,Tehreek-e-Labbaik Pakistan,3814,0,0,0,0,52.26 %
1093,Gujranwala,Gujranwala-IV,NA-82,Usman Saif,Tehreek Tabdili Nizam Pakistan,935,0,0,0,0,52.26 %
1094,Gujranwala,Gujranwala-IV,NA-82,MUHAMMAD FAROOQ,Independent,1223,0,0,0,0,52.26 %
1095,Gujranwala,Gujranwala-IV,NA-82,Aman Ullah Butt,Allah-o-Akbar Tehreek,4261,0,0,0,0,52.26 %
1096,Gujranwala,Gujranwala-IV,NA-82,Usman Ashraf,Independent,117,0,0,0,0,52.26 %
1097,Gujranwala,Gujranwala-IV,NA-82,Faisal Adnan Sandhu,Independent,182,0,0,0,0,52.26 %
1098,Gujranwala,Gujranwala-V,NA-83,ZULIFIQAR AHMAD,Pakistan Muslim League (N),139235,241378,8019,249397,452848,55.07 %
1099,Gujranwala,Gujranwala-V,NA-83,MUHAMMAD NASIR MEHMOOD,Tehreek-e-Labbaik Pakistan,19679,0,0,0,0,55.07 %
1100,Gujranwala,Gujranwala-V,NA-83,Rana Umar Nazir Khan,Independent,1191,0,0,0,0,55.07 %
1101,Gujranwala,Gujranwala-V,NA-83,Shahbaz Ahmad,Independent,479,0,0,0,0,55.07 %
1102,Gujranwala,Gujranwala-V,NA-83,CH ZAKA ULLAH BARYAR,Independent,280,0,0,0,0,55.07 %
1103,Gujranwala,Gujranwala-V,NA-83,RANA NAZIR AHMAD KHAN,Pakistan Tehreek-e-Insaf,75940,0,0,0,0,55.07 %
1104,Gujranwala,Gujranwala-V,NA-83,Ch Ali Wakeel Khan,Independent,334,0,0,0,0,55.07 %
1105,Gujranwala,Gujranwala-V,NA-83,SAEED YOUSAF BHINDER,Independent,839,0,0,0,0,55.07 %
1106,Gujranwala,Gujranwala-V,NA-83,MIAN ASIF ALI,Pakistan Peoples Party Parliamentarians,3161,0,0,0,0,55.07 %
1107,Gujranwala,Gujranwala-V,NA-83,QAMAR HUSSAIN,Pakistan Tehreek-e-Insaf-Gulalai,240,0,0,0,0,55.07 %
1108,Gujranwala,Gujranwala-VI,NA-84,Azhar Qayyum Nahra,Pakistan Muslim League (N),119612,243240,7942,251182,437879,57.36 %
1109,Gujranwala,Gujranwala-VI,NA-84,Abid Sohail Virk,Allah-o-Akbar Tehreek,6877,0,0,0,0,57.36 %
1110,Gujranwala,Gujranwala-VI,NA-84,Amir Ali Hussain Khan,Independent,2723,0,0,0,0,57.36 %
1111,Gujranwala,Gujranwala-VI,NA-84,AYTZAZ IJAZ,Independent,211,0,0,0,0,57.36 %
1112,Gujranwala,Gujranwala-VI,NA-84,Ch Bilal Ejaz,Pakistan Tehreek-e-Insaf,89728,0,0,0,0,57.36 %
1113,Gujranwala,Gujranwala-VI,NA-84,Muhammad Asghar,Independent,805,0,0,0,0,57.36 %
1114,Gujranwala,Gujranwala-VI,NA-84,Muhammad Ishaq Khan,Independent,3278,0,0,0,0,57.36 %
1115,Gujranwala,Gujranwala-VI,NA-84,Muhammad Islam,Independent,1761,0,0,0,0,57.36 %
1116,Gujranwala,Gujranwala-VI,NA-84,Muhammad Muhibb Uddeen,Tehreek-e-Labbaik Pakistan,16756,0,0,0,0,57.36 %
1117,Gujranwala,Gujranwala-VI,NA-84,Qasim Ali,Independent,93,0,0,0,0,57.36 %
1118,Gujranwala,Gujranwala-VI,NA-84,Rab Nawaz Cheema,Independent,155,0,0,0,0,57.36 %
1119,Gujranwala,Gujranwala-VI,NA-84,Zulfiqar Ali,Pakistan Peoples Party Parliamentarians,1641,0,0,0,0,57.36 %
1120,Mandi,Mandi,NA-85,Haji Imtiaz Ahmed Choudhary,Pakistan Tehreek-e-Insaf,99996,260566,12274,272840,510468,53.45 %
1121,Mandi,Mandi,NA-85,Naeem Bashir,Independent,325,0,0,0,0,53.45 %
1122,Mandi,Mandi,NA-85,Ejaz Ahmad,Aam Log Party Pakistan,271,0,0,0,0,53.45 %
1123,Mandi,Mandi,NA-85,Muhammad Akbar,Tehreek-e-Labbaik Islam,4656,0,0,0,0,53.45 %
1124,Mandi,Mandi,NA-85,Yasir Saddiq,Allah-o-Akbar Tehreek,1733,0,0,0,0,53.45 %
1125,Mandi,Mandi,NA-85,Muhammad Haq Nawaz,Tehreek-e-Labbaik Pakistan,12590,0,0,0,0,53.45 %
1126,Mandi,Mandi,NA-85,Akhtar Nawaz Faisal,Independent,164,0,0,0,0,53.45 %
1127,Mandi,Mandi,NA-85,Mohammad Riaz Farooq Sahi,Muttahida Majlis-e-Amal Pakistan,10436,0,0,0,0,53.45 %
1128,Mandi,Mandi,NA-85,Najas Bibi,Independent,1848,0,0,0,0,53.45 %
1129,Mandi,Mandi,NA-85,Chaudhry Akhter Abbas,Independent,732,0,0,0,0,53.45 %
1130,Mandi,Mandi,NA-85,Mushahid Raza,Pakistan Muslim League (N),80367,0,0,0,0,53.45 %
1131,Mandi,Mandi,NA-85,Sher Muhammad Gondal,Mustaqbil Pakistan,379,0,0,0,0,53.45 %
1132,Mandi,Mandi,NA-85,Asif Bashir,Pakistan Peoples Party Parliamentarians,47049,0,0,0,0,53.45 %
1133,Mandi,Mandi,NA-86,Nasir Iqbal Bosal,Pakistan Muslim League (N),147105,266521,15588,282089,512410,55.05 %
1134,Mandi,Mandi,NA-86,Chaudhry Akhtar Abbas Bosal,Independent,542,0,0,0,0,55.05 %
1135,Mandi,Mandi,NA-86,Chaudhry Manzoor Hussain Dudhra,Independent,3769,0,0,0,0,55.05 %
1136,Mandi,Mandi,NA-86,Fakhar Umar Hayat,Pakistan Peoples Party Parliamentarians,24129,0,0,0,0,55.05 %
1137,Mandi,Mandi,NA-86,Muhammad Anwar,National Party,1718,0,0,0,0,55.05 %
1138,Mandi,Mandi,NA-86,Muhammad Irfan,Allah-o-Akbar Tehreek,2969,0,0,0,0,55.05 %
1139,Mandi,Mandi,NA-86,Nazar Muhammad Gondal,Pakistan Tehreek-e-Insaf,80637,0,0,0,0,55.05 %
1140,Mandi,Mandi,NA-86,Zulifqar Ali Gondal,Independent,5853,0,0,0,0,55.05 %
1141,Hafizabad,Hafizabad-I,NA-87,Ch Shoukat Ali Bhatti,Pakistan Tehreek-e-Insaf,165618,395158,9565,404723,684447,59.13 %
1142,Hafizabad,Hafizabad-I,NA-87,Afrasiab Mohal,Independent,181,0,0,0,0,59.13 %
1143,Hafizabad,Hafizabad-I,NA-87,Allah Rakhi,Pakistan Peoples Party Parliamentarians,3396,0,0,0,0,59.13 %
1144,Hafizabad,Hafizabad-I,NA-87,Babar Maqbool Qazi,Independent,4282,0,0,0,0,59.13 %
1145,Hafizabad,Hafizabad-I,NA-87,CHAUDHARY MUHAMMAD ASAD ULLAH,Independent,1228,0,0,0,0,59.13 %
1146,Hafizabad,Hafizabad-I,NA-87,Fehmida Kousar,Muttahida Majlis-e-Amal Pakistan,649,0,0,0,0,59.13 %
1147,Hafizabad,Hafizabad-I,NA-87,Liaqat Abbas,Tehreek-e-Labbaik Pakistan,44130,0,0,0,0,59.13 %
1148,Hafizabad,Hafizabad-I,NA-87,Malik Muhammad Aslam,Allah-o-Akbar Tehreek,2116,0,0,0,0,59.13 %
1149,Hafizabad,Hafizabad-I,NA-87,Mir Muhammad Hashim Khan,All Pakistan Muslim League,305,0,0,0,0,59.13 %
1150,Hafizabad,Hafizabad-I,NA-87,Mubashar Abbas,Independent,5576,0,0,0,0,59.13 %
1151,Hafizabad,Hafizabad-I,NA-87,Muhammad Naeem,Independent,7621,0,0,0,0,59.13 %
1152,Hafizabad,Hafizabad-I,NA-87,Muhammad Rafique son of Ali Muhammad,Independent,768,0,0,0,0,59.13 %
1153,Hafizabad,Hafizabad-I,NA-87,Qamar Abbas,Independent,860,0,0,0,0,59.13 %
1154,Hafizabad,Hafizabad-I,NA-87,Sadia Liaqat Abbas,Independent,975,0,0,0,0,59.13 %
1155,Hafizabad,Hafizabad-I,NA-87,Saira Tarar,Pakistan Muslim League (N),157453,0,0,0,0,59.13 %
1156,Sargodha,Sargodha-I,NA-88,MUKHTAR AHMAD MALIK,Pakistan Muslim League (N),129615,275884,7739,283623,496664,57.11 %
1157,Sargodha,Sargodha-I,NA-88,ASIF ALI CHOUDHRY,Tehreek-e-Labbaik Pakistan,11329,0,0,0,0,57.11 %
1158,Sargodha,Sargodha-I,NA-88,IZHAR UL HASSAN,Pakistan Peoples Party Parliamentarians,12703,0,0,0,0,57.11 %
1159,Sargodha,Sargodha-I,NA-88,MUHAMMAD HANIF,Muttahida Majlis-e-Amal Pakistan,3839,0,0,0,0,57.11 %
1160,Sargodha,Sargodha-I,NA-88,Nadeem Afzal Gondal,Pakistan Tehreek-e-Insaf,115622,0,0,0,0,57.11 %
1161,Sargodha,Sargodha-I,NA-88,RAO TAHIR MUSHARAF KHAN,Independent,2776,0,0,0,0,57.11 %
1162,Sargodha,Sargodha-II,NA-89,Mohsin Nawaz Ranjha,Pakistan Muslim League (N),114245,254572,6869,261441,443614,58.93 %
1163,Sargodha,Sargodha-II,NA-89,Muhammad Aslam,Pakistan Peoples Party Parliamentarians,19495,0,0,0,0,58.93 %
1164,Sargodha,Sargodha-II,NA-89,Rakhshinda Nawaz,Independent,2694,0,0,0,0,58.93 %
1165,Sargodha,Sargodha-II,NA-89,Ali Nawaz Mela,Independent,2142,0,0,0,0,58.93 %
1166,Sargodha,Sargodha-II,NA-89,Ch Altaf Hussain Ranjha,Independent,2574,0,0,0,0,58.93 %
1167,Sargodha,Sargodha-II,NA-89,Usama Ahmad Mela,Pakistan Tehreek-e-Insaf,113422,0,0,0,0,58.93 %
1168,Sargodha,Sargodha-III,NA-90,Ch Muhammad Hamid Hameed,Pakistan Muslim League (N),93948,219686,3395,223081,421123,52.97 %
1169,Sargodha,Sargodha-III,NA-90,Muhammad Arshad Shahid,Muttahida Majlis-e-Amal Pakistan,7947,0,0,0,0,52.97 %
1170,Sargodha,Sargodha-III,NA-90,Erum Hamid,Independent,528,0,0,0,0,52.97 %
1171,Sargodha,Sargodha-III,NA-90,Rai Muhammad Munir Khral,Allah-o-Akbar Tehreek,1866,0,0,0,0,52.97 %
1172,Sargodha,Sargodha-III,NA-90,Jamal Din,Independent,1572,0,0,0,0,52.97 %
1173,Sargodha,Sargodha-III,NA-90,Hamza Mateen Qureshi,Independent,177,0,0,0,0,52.97 %
1174,Sargodha,Sargodha-III,NA-90,Nadia Aziz,Pakistan Tehreek-e-Insaf,85220,0,0,0,0,52.97 %
1175,Sargodha,Sargodha-III,NA-90,Tahir Farooq,Independent,53,0,0,0,0,52.97 %
1176,Sargodha,Sargodha-III,NA-90,Tasneem Ahmed Qureshi,Pakistan Peoples Party Parliamentarians,21352,0,0,0,0,52.97 %
1177,Sargodha,Sargodha-III,NA-90,Sajjad Hussain,Independent,748,0,0,0,0,52.97 %
1178,Sargodha,Sargodha-III,NA-90,Muhammad Mumtaz Akhtar,Independent,269,0,0,0,0,52.97 %
1179,Sargodha,Sargodha-III,NA-90,Aasiah Maqbool,Pakistan Welfare Party,48,0,0,0,0,52.97 %
1180,Sargodha,Sargodha-III,NA-90,Ahmed Khan,Independent,1627,0,0,0,0,52.97 %
1181,Sargodha,Sargodha-III,NA-90,Zubair Tariq,Tehreek-e-Labbaik Pakistan,4246,0,0,0,0,52.97 %
1182,Sargodha,Sargodha-III,NA-90,Muhammad Aslam,Independent,85,0,0,0,0,52.97 %
1183,Sargodha,Sargodha-IV,NA-91,Zulfiqar Ali Bhatti,Pakistan Muslim League (N),110525,265560,6733,272293,457921,59.45 %
1184,Sargodha,Sargodha-IV,NA-91,Adil Rehman,Independent,2749,0,0,0,0,59.45 %
1185,Sargodha,Sargodha-IV,NA-91,Ch Mubashar Ahmad,All Pakistan Muslim League (jinnah),750,0,0,0,0,59.45 %
1186,Sargodha,Sargodha-IV,NA-91,CHOUDHARY AMIR SULTAN CHEEMA,Pakistan Tehreek-e-Insaf,110246,0,0,0,0,59.45 %
1187,Sargodha,Sargodha-IV,NA-91,Hafiz Farhan Ahmad,Muttahida Majlis-e-Amal Pakistan,7449,0,0,0,0,59.45 %
1188,Sargodha,Sargodha-IV,NA-91,Hafiz talha saeed,Allah-o-Akbar Tehreek,11397,0,0,0,0,59.45 %
1189,Sargodha,Sargodha-IV,NA-91,Khawar Javaid,Independent,1325,0,0,0,0,59.45 %
1190,Sargodha,Sargodha-IV,NA-91,MUHAMMAD ALI,Independent,5171,0,0,0,0,59.45 %
1191,Sargodha,Sargodha-IV,NA-91,Muhammad Sarwar Bhatti,Independent,817,0,0,0,0,59.45 %
1192,Sargodha,Sargodha-IV,NA-91,Muhammad Shahzad,Independent,4106,0,0,0,0,59.45 %
1193,Sargodha,Sargodha-IV,NA-91,NADEEM AWAN,Tehreek-e-Labbaik Islam,2416,0,0,0,0,59.45 %
1194,Sargodha,Sargodha-IV,NA-91,Najaf Ali Bhatti,Independent,572,0,0,0,0,59.45 %
1195,Sargodha,Sargodha-IV,NA-91,Tariq Mehmood,Pakistan Peoples Party Parliamentarians,8037,0,0,0,0,59.45 %
1196,Sargodha,Sargodha-V,NA-92,SYED JAVED HUSNAIN,Pakistan Muslim League (N),97013,254312,9061,263373,463591,56.81 %
1197,Sargodha,Sargodha-V,NA-92,SAHIBZADA NAEEM UD DIN SIALVI,Pakistan Tehreek-e-Insaf,65406,0,0,0,0,56.81 %
1198,Sargodha,Sargodha-V,NA-92,ZAFAR AHMAD,Independent,56970,0,0,0,0,56.81 %
1199,Sargodha,Sargodha-V,NA-92,GUL MUHAMMAD SHAH,Independent,905,0,0,0,0,56.81 %
1200,Sargodha,Sargodha-V,NA-92,SYED MUHAMMAD RAZA ALI SHAH,Independent,3681,0,0,0,0,56.81 %
1201,Sargodha,Sargodha-V,NA-92,SHEHNAZ BIBI,Muttahida Majlis-e-Amal Pakistan,620,0,0,0,0,56.81 %
1202,Sargodha,Sargodha-V,NA-92,Syed Ahmad Mehdi Ali Shah,Independent,5011,0,0,0,0,56.81 %
1203,Sargodha,Sargodha-V,NA-92,SARDAR MUHAMMAD SHAFQAT HAYAT KHAN,Independent,130,0,0,0,0,56.81 %
1204,Sargodha,Sargodha-V,NA-92,MUHAMMAD AZHAR ABBAS,Tehreek-e-Labbaik Pakistan,7497,0,0,0,0,56.81 %
1205,Sargodha,Sargodha-V,NA-92,ANSAR ABBAS BALOCH,Independent,236,0,0,0,0,56.81 %
1206,Sargodha,Sargodha-V,NA-92,MUHAMMAD JAMSHED,Pakistan Peoples Party Parliamentarians,16843,0,0,0,0,56.81 %
1207,Khushab,Khushab-I,NA-93,Umar Aslam Khan,Pakistan Tehreek-e-Insaf,100448,240123,7963,248086,428736,57.86 %
1208,Khushab,Khushab-I,NA-93,Abdullah Ahmed,Muttahida Majlis-e-Amal Pakistan,8138,0,0,0,0,57.86 %
1209,Khushab,Khushab-I,NA-93,Bahadar Khan,Awami National Party,897,0,0,0,0,57.86 %
1210,Khushab,Khushab-I,NA-93,Haji Fateh Deen,Independent,1077,0,0,0,0,57.86 %
1211,Khushab,Khushab-I,NA-93,Malik Mazhar Iqbal Awan,Independent,32498,0,0,0,0,57.86 %
1212,Khushab,Khushab-I,NA-93,Muhammad Ali Sawal,Independent,23482,0,0,0,0,57.86 %
1213,Khushab,Khushab-I,NA-93,Naseem Abbas,Pakistan Peoples Party Parliamentarians,3182,0,0,0,0,57.86 %
1214,Khushab,Khushab-I,NA-93,Sumaira Malik,Pakistan Muslim League (N),70401,0,0,0,0,57.86 %
1215,Khushab,Khushab-II,NA-94,MALIK MUHAMMAD EHSAN ULLAH TIWANA,Pakistan Tehreek-e-Insaf,93864,229094,8757,237851,399794,59.49 %
1216,Khushab,Khushab-II,NA-94,Anwar Khan,Independent,476,0,0,0,0,59.49 %
1217,Khushab,Khushab-II,NA-94,MALIK SHAKIR BASHIR AWAN,Pakistan Muslim League (N),85109,0,0,0,0,59.49 %
1218,Khushab,Khushab-II,NA-94,Gul Asghar Khan Bhagoor,Independent,43738,0,0,0,0,59.49 %
1219,Khushab,Khushab-II,NA-94,SHAHID IQBAL,Independent,116,0,0,0,0,59.49 %
1220,Khushab,Khushab-II,NA-94,SAFDAR ALI,Pakistan Peoples Party Parliamentarians,3121,0,0,0,0,59.49 %
1221,Khushab,Khushab-II,NA-94,UZAIR MUHAMMAD KHAN,Independent,1734,0,0,0,0,59.49 %
1222,Khushab,Khushab-II,NA-94,GHAUS MUHAMMAD KHAN NIAZI,Independent,936,0,0,0,0,59.49 %
1223,Mianwali,Mianwali-I,NA-95,Imran Ahmed Khan Niazi,Pakistan Tehreek-e-Insaf,163538,244695,8177,252872,465740,54.29 %
1224,Mianwali,Mianwali-I,NA-95,ABDUL WAHAB,Pakistan Justice & Democratic Party,939,0,0,0,0,54.29 %
1225,Mianwali,Mianwali-I,NA-95,AMIR ULLAH,Muttahida Majlis-e-Amal Pakistan,2331,0,0,0,0,54.29 %
1226,Mianwali,Mianwali-I,NA-95,ASAD HASSAN KHAN,Independent,739,0,0,0,0,54.29 %
1227,Mianwali,Mianwali-I,NA-95,MANZOOR AHMED KHAN,Independent,340,0,0,0,0,54.29 %
